"","Player_Name","DOB","Position"
"611","Sergio Gómez","2000-09-03","LB"
"612","Cole Palmer","2002-05-06","RW"
"613","Eberechi Eze","1998-06-29","FW"
"614","Will Hughes","1995-04-17","FW"
"615","Chris Richards","2000-03-27","LB"
"616","Solly March","1994-07-20","RM"
"617","Leandro Trossard","1994-12-04","LM"
"618","Leandro Trossard","1994-12-04","RW"
"619","Danny Welbeck","1990-11-26","LW"
"620","Tariq Lamptey","2000-09-29","RB"
"621","Levi Colwill","2003-02-26","LB"
"622","Kaoru Mitoma","1997-05-19","LM"
"623","Jan Paul van Hecke","2000-06-07","RB"
"624","Joe Gelhardt","2002-05-04","RW"
"625","Mateusz Klich","1990-06-13","DM"
"626","Trevoh Chalobah","1999-07-05","CB"
"627","Raheem Sterling","1994-12-08","LM"
"628","Mason Mount","1999-01-10","RM"
"629","Mateo Kovačić","1994-05-06","CM"
"630","Christian Pulisic","1998-09-18","CM"
"631","Ben Chilwell","1996-12-20","WB"
"632","Boubakary Soumaré","1999-02-27","DM"
"633","Aaron Hickey","2002-06-10","CB"
"634","Rico Henry","1997-07-07","WB"
"635","Josh Dasilva","1998-10-23","WB"
"636","Mathias Jørgensen","1990-04-23","CB"
"637","Bryan Mbeumo","1999-08-07","AM"
"638","Keane Lewis-Potter","2001-02-21","AM"
"639","Mikkel Damsgaard","2000-07-02","AM"
"640","Mads Bech Sørensen","1999-01-07","CM"
"641","Dwight McNeil","1999-11-22","FW"
"642","Michael Keane","1993-01-10","CB"
"643","Rúben Vinagre","1999-04-09","LM"
"644","James Milner","1986-01-04","RB"
"645","Fabio Carvalho","2002-08-30","RM"
"646","Bobby Clark","2005-02-06","LM"
"647","Stefan Bajcetic","2004-10-21","RM"
"648","Marcus Tavernier","1999-03-22","RM"
"649","Marcus Tavernier","1999-03-22","LW"
"650","Jaidon Anthony","1999-12-01","RB"
"651","Jaidon Anthony","1999-12-01","RW"
"652","Dominic Solanke","1997-09-14","LM"
"653","Emiliano Marcondes","1995-03-09","CM"
"654","Owen Bevan","2003-10-26","CB"
"655","Ben White","1997-10-08","CB"
"656","Bukayo Saka","2001-09-05","WB"
"657","Bukayo Saka","2001-09-05","RM"
"658","Martinelli","2001-06-17","WB"
"659","Martinelli","2001-06-17","LM"
"660","Mohamed Elneny","1992-07-10","CM"
"661","Mohamed Elneny","1992-07-10","DM"
"662","Granit Xhaka","1992-09-26","CM"
"663","Eddie Nketiah","1999-05-30","AM"
"664","Rob Holding","1995-09-20","CB"
"665","Takehiro Tomiyasu","1998-11-05","LB"
"666","Harrison Reed","1995-01-27","CM"
"667","Bobby Reid","1993-02-01","RM"
"668","Andreas Pereira","1996-01-01","LW"
"669","João Palhinha","1995-07-09","CM"
"670","Tom Cairney","1991-01-20","LM"
"671","Nathaniel Chalobah","1994-12-12","DM"
"672","Nathaniel Chalobah","1994-12-12","CM"
"673","Issa Diop","1997-01-08","CB"
"674","Jay Stansfield","2002-11-24","CB"
"675","Gonçalo Guedes","1996-11-28","RW"
"676","Jonny Castro","1994-03-03","LB"
"677","Matheus Nunes","1998-08-27","RM"
"678","João Moutinho","1986-09-08","LM"
"679","Hwang Hee-chan","1996-01-26","LW"
"680","Leander Dendoncker","1995-04-15","LM"
"681","Allan Saint-Maximin","1997-03-11","FW"
"682","Matt Ritchie","1989-09-10","FW"
"683","Ryan Fraser","1994-02-24","LW"
"684","Elliot Anderson","2002-11-06","RM"
"685","John McGinn","1994-10-18","LM"
"686","Cameron Archer","2001-07-20","DM"
"687","Jacob Ramsey","2001-05-27","RM"
"688","Jacob Ramsey","2001-05-27","LW"
"689","Ben Johnson","2000-01-24","WB"
"690","Aaron Cresswell","1989-12-15","CB"
"691","Pablo Fornals","1996-02-22","CM"
"692","Jarrod Bowen","1996-12-19","FW"
"693","Emerson Palmieri","1994-08-03","WB"
"694","Vladimír Coufal","1992-08-21","WB"
"695","Saïd Benrahma","1995-08-10","WB"
"696","Brennan Johnson","2001-05-22","AM"
"697","Brennan Johnson","2001-05-22","RW"
"698","Sam Surridge","1998-07-28","RW"
"699","Cheikhou Kouyaté","1989-12-21","DM"
"700","Remo Freuler","1992-04-14","DM"
"701","Emmanuel Dennis","1997-11-15","LW"
"702","Emmanuel Dennis","1997-11-15","FW"
"703","Rodrigo Bentancur","1997-06-24","RM"
"704","Richarlison","1997-05-09","LM"
"705","Ryan Sessegnon","2000-05-17","LB"
"706","Djed Spence","2000-08-08","RM"
"707","Enock Mwepu","1998-01-01","CM"
"708","Leandro Trossard","1994-12-04","AM"
"709","Pascal Groß","1991-06-15","RW"
"710","Pervis Estupiñán","1998-01-21","WB"
"711","Deniz Undav","1996-07-18","DM"
"712","Joel Ward","1989-10-29","LB"
"713","Eberechi Eze","1998-06-29","CM"
"714","Wilfried Zaha","1992-11-09","LM"
"715","Shandon Baptiste","1998-04-08","RM"
"716","Josh Dasilva","1998-10-23","RW"
"717","Yoane Wissa","1996-09-02","RW"
"718","Saman Ghoddos","1993-09-06","RM"
"719","Frank Onyeka","1998-01-01","RM"
"720","Mikkel Damsgaard","2000-07-02","LW"
"721","James Ward-Prowse","1994-11-01","AM"
"722","Ibrahima Diallo","1999-03-08","DM"
"723","Joe Aribo","1996-07-20","LM"
"724","Hakim Ziyech","1993-03-18","AM"
"725","César Azpilicueta","1989-08-27","RB"
"726","Mateo Kovačić","1994-05-06","AM"
"727","Christian Pulisic","1998-09-18","WB"
"728","Demarai Gray","1996-06-27","FW"
"729","Alex Iwobi","1996-05-02","LM"
"730","Tom Davies","1998-06-30","RM"
"731","Neto","1989-07-18","GK"
"732","Dominic Solanke","1997-09-14","FW"
"733","Ryan Christie","1995-02-22","LM"
"734","Marcus Tavernier","1999-03-22","LB"
"735","Ryan Fredericks","1992-10-09","RM"
"736","Jaidon Anthony","1999-12-01","LM"
"737","Pedro Neto","2000-03-08","RW"
"738","Gonçalo Guedes","1996-11-28","LW"
"739","Daniel Podence","1995-10-21","RM"
"740","Kyle Walker","1990-05-28","CB"
"741","Julián Álvarez","2000-01-31","AM"
"742","Cole Palmer","2002-05-06","LW"
"743","Cheikhou Kouyaté","1989-12-21","CB"
"744","Remo Freuler","1992-04-14","CM"
"745","Renan Lodi","1998-04-08","LB"
"746","Giulian Biancone","2000-03-30","CB"
"747","Kieran Tierney","1997-06-04","WB"
"748","Martinelli","2001-06-17","AM"
"749","Rob Holding","1995-09-20","RW"
"750","Takehiro Tomiyasu","1998-11-05","WB"
"751","Leon Bailey","1997-08-08","RM"
"752","Jacob Ramsey","2001-05-27","CM"
"753","Douglas Luiz","1998-05-09","LM"
"754","Douglas Luiz","1998-05-09","CM"
"755","Danny Ings","1992-07-22","CM"
"756","Philippe Coutinho","1992-06-11","LM"
"757","Saïd Benrahma","1995-08-10","AM"
"758","Lucas Paquetá","1997-08-26","AM"
"759","Angelo Ogbonna","1988-05-22","LB"
"760","Emerson Palmieri","1994-08-03","LW"
"761","Jamaal Lascelles","1993-11-11","CB"
"762","Alexander Isak","1999-09-21","FW"
"763","Elliot Anderson","2002-11-06","LW"
"764","James Justin","1998-02-23","RB"
"765","James Maddison","1996-11-22","RM"
"766","Wilfred Ndidi","1996-12-15","CB"
"767","Luke Thomas","2001-06-09","LB"
"768","Boubakary Soumaré","1999-02-27","CM"
"769","Fred","1993-03-04","LW"
"770","Neal Maupay","1996-08-13","FW"
"771","Dwight McNeil","1999-11-22","LW"
"772","Idrissa Gana Gueye","1989-09-26","RM"
"773","Joe Gomez","1997-05-22","RB"
"774","Fabinho","1993-10-23","DM"
"775","Harvey Elliott","2003-04-04","DM"
"776","James Milner","1986-01-04","DM"
"777","Roberto Firmino","1991-10-02","AM"
"778","Diogo Jota","1996-12-03","FW"
"779","Renan Lodi","1998-04-08","WB"
"780","Taiwo Awoniyi","1997-08-11","AM"
"781","Ryan Christie","1995-02-22","RW"
"782","Adam Smith","1991-04-29","CB"
"783","Marcus Tavernier","1999-03-22","WB"
"784","Ryan Fredericks","1992-10-09","WB"
"785","Jack Stacey","1996-04-05","FW"
"786","Kieffer Moore","1992-08-07","AM"
"787","Jaidon Anthony","1999-12-01","CM"
"788","Daniel Podence","1995-10-21","LW"
"789","Sasa Kalajdzic","1997-07-06","FW"
"790","Adama Traoré","1996-01-25","RW"
"791","Ainsley Maitland-Niles","1997-08-28","CM"
"792","Ainsley Maitland-Niles","1997-08-28","LB"
"793","Stuart Armstrong","1992-03-29","RM"
"794","Stuart Armstrong","1992-03-29","DM"
"795","Sekou Mara","2002-07-30","RM"
"796","Moussa Djenepo","1998-06-15","LW"
"797","Samuel Edozie","2003-01-28","LM"
"798","Samuel Edozie","2003-01-28","AM"
"799","Eberechi Eze","1998-06-29","RM"
"800","Aaron Hickey","2002-06-10","WB"
"801","Josh Dasilva","1998-10-23","LW"
"802","Mikkel Damsgaard","2000-07-02","CM"
"803","Cody Drameh","2001-12-08","RB"
"804","Luke Ayling","1991-08-25","RB"
"805","Patrick Bamford","1993-09-05","LW"
"806","Mateusz Klich","1990-06-13","FW"
"807","Ivan Perišić","1989-02-01","AM"
"808","Tom Cairney","1991-01-20","CM"
"809","Willian","1988-08-08","LW"
"810","Willian","1988-08-08","LM"
"811","Daniel James","1997-11-10","RM"
"812","Kevin Mbabu","1995-04-19","LB"
"813","Carlos Vinícius","1995-03-25","FW"
"814","Marc Cucurella","1998-07-22","LW"
"815","Armando Broja","2001-09-10","CM"
"816","Mason Mount","1999-01-10","FW"
"817","Kai Havertz","1999-06-11","RW"
"818","Pablo Fornals","1996-02-22","WB"
"819","Pablo Fornals","1996-02-22","LB"
"820","Lucas Paquetá","1997-08-26","LM"
"821","Emerson Palmieri","1994-08-03","CB"
"822","Emerson Palmieri","1994-08-03","LB"
"823","Angelo Ogbonna","1988-05-22","CB"
"824","Saïd Benrahma","1995-08-10","FW"
"825","Leon Bailey","1997-08-08","AM"
"826","Jacob Ramsey","2001-05-27","AM"
"827","João Cancelo","1994-05-27","LM"
"828","İlkay Gündoğan","1990-10-24","CM"
"829","Kevin De Bruyne","1991-06-28","RW"
"830","Riyad Mahrez","1991-02-21","RM"
"831","Billy Gilmour","2001-06-10","CM"
"832","Luke Thomas","2001-06-09","CB"
"833","Timothy Castagne","1995-12-05","LB"
"834","Marcus Rashford","1997-10-31","RW"
"835","Christian Eriksen","1992-02-14","LW"
"836","Antony","2000-02-24","RW"
"837","Martinelli","2001-06-17","LB"
"838","Emile Smith Rowe","2000-07-27","CM"
"839","Emile Smith Rowe","2000-07-27","DM"
"840","Eddie Nketiah","1999-05-30","LM"
"841","Takehiro Tomiyasu","1998-11-05","CB"
"842","Fabio Vieira","2000-05-29","CM"
"843","Fabio Vieira","2000-05-29","AM"
"844","Ollie Watkins","1995-12-30","AM"
"845","Leander Dendoncker","1995-04-15","RM"
"846","Moussa Djenepo","1998-06-15","RW"
"847","Joe Aribo","1996-07-20","DM"
"848","Samuel Edozie","2003-01-28","RW"
"849","Juan Larios","2004-01-12","LB"
"850","Morgan Gibbs-White","2000-01-27","RM"
"851","Brennan Johnson","2001-05-22","RM"
"852","Brennan Johnson","2001-05-22","RB"
"853","Willy Boly","1991-02-03","CB"
"854","Jesse Lingard","1992-12-14","LM"
"855","Jesse Lingard","1992-12-14","CB"
"856","Emmanuel Dennis","1997-11-15","RB"
"857","Tim Ream","1987-10-05","LB"
"858","Willian","1988-08-08","RW"
"859","Pedro Neto","2000-03-08","RM"
"860","Rúben Neves","1997-03-12","CB"
"861","Gonçalo Guedes","1996-11-28","LM"
"862","Matheus Nunes","1998-08-27","LM"
"863","Boubacar Traoré","2001-08-19","CM"
"864","Chem Campbell","2002-12-30","RM"
"865","John Stones","1994-05-28","RB"
"866","John Stones","1994-05-28","CM"
"867","João Cancelo","1994-05-27","RB"
"868","Jack Grealish","1995-09-10","LM"
"869","Manuel Akanji","1995-07-19","CB"
"870","Cole Palmer","2002-05-06","LM"
"871","Alexander Isak","1999-09-21","LW"
"872","Dominic Solanke","1997-09-13","FW"
"873","Ryan Christie","1995-02-22","LW"
"874","Jack Stephens","1994-01-27","AM"
"875","Jack Stacey","1996-04-05","LW"
"876","Yves Bissouma","1996-08-29","AM"
"877","Wout Faes","1998-04-03","CB"
"878","Kelechi Iheanacho","1996-10-02","CM"
"879","Kristoffer Ajer","1998-04-17","CB"
"880","Bukayo Saka","2001-09-04","RW"
"881","Fabio Vieira","2000-05-29","RM"
"882","Albert Sambi Lokonga","1999-10-22","LM"
"883","Marquinhos","2003-04-07","RM"
"884","Ethan Nwaneri","2007-03-21","RW"
"885","Asmir Begović","1987-06-20","GK"
"886","Amadou Onana","2001-08-15","RM"
"887","Idrissa Gana Gueye","1989-09-26","CM"
"888","Idrissa Gana Gueye","1989-09-26","DM"
"889","Salomón Rondón","1989-09-15","FW"
"890","Fabio Vieira","2000-05-29","RW"
"891","Matt Doherty","1992-01-16","RB"
"892","Oliver Skipp","2000-09-15","CM"
"893","Duje Ćaleta-Car","1996-09-16","CB"
"894","Romain Perraud","1997-09-21","LB"
"895","Samuel Edozie","2003-01-28","CM"
"896","Séamus Coleman","1988-10-10","RB"
"897","Idrissa Gana Gueye","1989-09-25","CM"
"898","Abdoulaye Doucouré","1992-12-31","LW"
"899","James Tomkins","1989-03-28","CB"
"900","Kepa Arrizabalaga","1994-10-03","GK"
"901","Mateo Kovačić","1994-05-06","RM"
"902","Mateo Kovačić","1994-05-06","DM"
"903","Pierre-Emerick Aubameyang","1989-06-17","FW"
"904","Ben Chilwell","1996-12-20","LB"
"905","Kai Havertz","1999-06-11","AM"
"906","Armando Broja","2001-09-09","FW"
"907","Conor Gallagher","2000-02-06","RW"
"908","Mohamed Salah","1992-06-14","RM"
"909","James Milner","1986-01-04","LB"
"910","Harvey Elliott","2003-04-04","CM"
"911","Luis Díaz","1997-01-12","LM"
"912","Tariq Lamptey","2000-09-29","AM"
"913","Adam Lallana","1988-05-09","WB"
"914","Kaoru Mitoma","1997-05-19","AM"
"915","Layvin Kurzawa","1992-09-03","LB"
"916","Tosin Adarabioyo","1997-09-23","CB"
"917","Bobby Reid","1993-02-01","WB"
"918","Andreas Pereira","1996-01-01","DM"
"919","Daniel James","1997-11-10","WB"
"920","Neeskens Kebano","1992-03-09","WB"
"921","Tom Cairney","1991-01-20","DM"
"922","Jacob Murphy","1995-02-24","FW"
"923","Joe Willock","1999-08-20","LM"
"924","Jamal Lewis","1998-01-25","LB"
"925","Matt Targett","1995-09-18","RB"
"926","Elliot Anderson","2002-11-06","CM"
"927","Elliot Anderson","2002-11-06","LM"
"928","Philip Billing","1996-06-10","LM"
"929","Ben Mee","1989-09-20","CB"
"930","Kristoffer Ajer","1998-04-17","RB"
"931","Craig Dawson","1990-05-06","CB"
"932","Thilo Kehrer","1996-09-20","RB"
"933","Pedro Neto","2000-03-08","AM"
"934","Boubacar Traoré","2001-08-19","WB"
"935","Diego Costa","1988-10-06","FW"
"936","Adama Traoré","1996-01-25","AM"
"937","Chem Campbell","2002-12-30","CM"
"938","Nathan Aké","1995-02-18","LB"
"939","Bernardo Silva","1994-08-10","CM"
"940","Aymeric Laporte","1994-05-27","CB"
"941","Sergio Gómez","2000-09-03","CM"
"942","Bruno Fernandes","1994-09-08","LW"
"943","Victor Lindelöf","1994-07-17","CB"
"944","Liam Cooper","1991-08-30","CB"
"945","Brenden Aaronson","2000-10-21","CM"
"946","Jack Harrison","1996-11-19","RW"
"947","Jack Harrison","1996-11-19","CM"
"948","Tyler Adams","1999-02-14","CM"
"949","Pascal Struijk","1999-08-11","CB"
"950","Junior Firpo","1996-08-21","LB"
"951","Patrick Bamford","1993-09-04","FW"
"952","Crysencio Summerville","2001-10-30","CM"
"953","Mateusz Klich","1990-06-13","CM"
"954","Ludwig Augustinsson","1994-04-21","LB"
"955","Ashley Young","1985-07-08","LB"
"956","Danny Ings","1992-07-22","RM"
"957","Emi Buendía","1996-12-24","RW"
"958","Marc Albrighton","1989-11-18","RM"
"959","Dennis Praet","1994-05-14","CM"
"960","Jesse Lingard","1992-12-14","LW"
"961","Lewis O'Brien","1998-10-14","DM"
"962","Brennan Johnson","2001-05-22","LM"
"963","Ryan Yates","1997-11-21","DM"
"964","Serge Aurier","1992-12-23","RB"
"965","Ryan Fredericks","1992-10-09","RB"
"966","Ryan Christie","1995-02-22","RM"
"967","Adam Smith","1991-04-29","LB"
"968","Marcus Tavernier","1999-03-22","LM"
"969","Jack Stacey","1996-04-05","RB"
"970","Jaidon Anthony","1999-12-01","FW"
"971","Harvey Barnes","1997-12-09","WB"
"972","Ayoze Pérez","1993-07-28","WB"
"973","Daniel Amartey","1994-12-21","RB"
"974","Joelinton","1996-08-13","LW"
"975","Elliot Anderson","2002-11-06","RW"
"976","Rico Henry","1997-07-07","RB"
"977","Ethan Pinnock","1993-05-28","CB"
"978","Mathias Jensen","1996-01-01","DM"
"979","Saman Ghoddos","1993-09-05","LW"
"980","Saman Ghoddos","1993-09-05","RB"
"981","Frank Onyeka","1998-01-01","DM"
"982","Vitaly Janelt","1998-05-10","LB"
"983","Manuel Akanji","1995-07-19","RB"
"984","Rico Lewis","2004-11-20","DM"
"985","Moussa Djenepo","1998-06-15","AM"
"986","Juan Larios","2004-01-12","RB"
"987","Christian Pulisic","1998-09-18","LW"
"988","Conor Gallagher","2000-02-06","AM"
"989","César Azpilicueta","1989-08-27","CB"
"990","Carney Chukwuemeka","2003-10-20","AM"
"991","Toti Gomes","1999-01-16","CB"
"992","Matheus Nunes","1998-08-27","DM"
"993","João Moutinho","1986-09-08","DM"
"994","Joseph Hodge","2002-09-14","AM"
"995","Chem Campbell","2002-12-30","RW"
"996","Alexis Mac Allister","1998-12-24","RM"
"997","Tariq Lamptey","2000-09-29","CB"
"998","Adam Lallana","1988-05-09","CM"
"999","Adam Lallana","1988-05-09","LW"
"1000","Son Heung-min","1992-07-07","FW"
"1001","Rodrigo Bentancur","1997-06-24","AM"
"1002","Flynn Downes","1999-01-20","AM"
"1003","Bobby Reid","1993-02-01","RB"
"1004","João Palhinha","1995-07-09","CB"
"1005","Antonee Robinson","1997-08-07","WB"
"1006","Harry Wilson","1997-03-21","RW"
"1007","Harry Wilson","1997-03-21","CM"
"1008","Josh Onomah","1997-04-26","AM"
"1009","Josh Onomah","1997-04-26","CM"
"1010","Wilfried Zaha","1992-11-09","RW"
"1011","Jeffrey Schlupp","1992-12-22","LB"
"1012","Will Hughes","1995-04-17","LM"
"1013","Will Hughes","1995-04-17","RW"
"1014","Jack Harrison","1996-11-19","AM"
"1015","Crysencio Summerville","2001-10-30","AM"
"1016","Crysencio Summerville","2001-10-30","FW"
"1017","Ben White","1997-10-07","RB"
"1018","Bukayo Saka","2001-09-04","RM"
"1019","Thiago Alcántara","1991-04-11","DM"
"1020","Thiago Alcántara","1991-04-11","CM"
"1021","Jordan Henderson","1990-06-17","DM"
"1022","Diogo Jota","1996-12-03","AM"
"1023","Diogo Jota","1996-12-03","LW"
"1024","Ibrahima Konaté","1999-05-25","CB"
"1025","Roberto Firmino","1991-10-02","RW"
"1026","Amadou Onana","2001-08-15","LM"
"1027","Alex Iwobi","1996-05-02","RM"
"1028","Alex Iwobi","1996-05-02","RB"
"1029","Dominic Calvert-Lewin","1997-03-15","FW"
"1030","James Garner","2001-03-12","CM"
"1031","Raphaël Varane","1993-04-24","RW"
"1032","Morgan Gibbs-White","2000-01-27","LW"
"1033","Cheikhou Kouyaté","1989-12-21","LM"
"1034","Ryan Yates","1997-11-21","RM"
"1035","Lewis O'Brien","1998-10-14","LW"
"1036","Ollie Watkins","1995-12-30","LW"
"1037","Sergi Canós","1997-02-01","FW"
"1038","Saman Ghoddos","1993-09-05","LB"
"1039","Kaoru Mitoma","1997-05-19","RM"
"1040","Kelechi Iheanacho","1996-10-02","LM"
"1041","Nampalys Mendy","1992-06-22","DM"
"1042","Jordan Ayew","1991-09-11","LM"
"1043","Jordan Ayew","1991-09-11","FW"
"1044","Jaïro Riedewald","1996-09-08","LB"
"1045","Harry Wilson","1997-03-21","LW"
"1046","Carlos Vinícius","1995-03-25","RW"
"1047","Jack Stacey","1996-04-05","RM"
"1048","Daniel Podence","1995-10-21","LM"
"1049","Matheus Nunes","1998-08-27","AM"
"1050","Boubacar Traoré","2001-08-19","DM"
"1051","Nélson Semedo","1993-11-16","RM"
"1052","Nélson Semedo","1993-11-16","RW"
"1053","Joseph Hodge","2002-09-14","CM"
"1054","Hugo Bueno","2002-09-18","LB"
"1055","Neco Williams","2001-04-12","CB"
"1056","Orel Mangala","1998-03-18","LM"
"1057","Taiwo Awoniyi","1997-08-11","CM"
"1058","Ivan Perišić","1989-02-01","LB"
"1059","Djed Spence","2000-08-08","RB"
"1060","Lucas Moura","1992-08-12","FW"
"1061","Dwight McNeil","1999-11-22","LB"
"1062","Demarai Gray","1996-06-27","CM"
"1063","Mohamed Elyounoussi","1994-08-04","LM"
"1064","Stuart Armstrong","1992-03-29","RW"
"1065","Samuel Edozie","2003-01-28","LW"
"1066","Vladimír Coufal","1992-08-21","RM"
"1067","Lucas Paquetá","1997-08-26","LW"
"1068","Emerson Palmieri","1994-08-03","LM"
"1069","Manuel Lanzini","1993-02-14","FW"
"1070","Danny Ings","1992-07-22","RW"
"1071","Jacob Ramsey","2001-05-27","DM"
"1072","Raheem Sterling","1994-12-08","WB"
"1073","Conor Gallagher","2000-02-06","FW"
"1074","César Azpilicueta","1989-08-27","WB"
"1075","Brenden Aaronson","2000-10-21","DM"
"1076","Crysencio Summerville","2001-10-30","LW"
"1077","Crysencio Summerville","2001-10-30","DM"
"1078","James Milner","1986-01-04","CB"
"1079","Harvey Elliott","2003-04-04","RW"
"1080","Diogo Jota","1996-12-03","LM"
"1081","Kostas Tsimikas","1996-05-11","LM"
"1082","João Cancelo","1994-05-27","WB"
"1083","İlkay Gündoğan","1990-10-24","AM"
"1084","Bernardo Silva","1994-08-10","AM"
"1085","Phil Foden","2000-05-27","WB"
"1086","Julián Álvarez","2000-01-31","CM"
"1087","Solly March","1994-07-20","AM"
"1088","Deniz Undav","1996-07-18","AM"
"1089","Neco Williams","2001-04-12","LB"
